#SKILL
Name         reserved~
Type         Spell
Info         0
Flags        0
Minpos       112
Slot         95
Code         spell_null
Dammsg       ~
Wearoff      ???~
Minlevel     51
End

#SKILL
Name         venomshield~
Type         unknown
Info         0
Flags        0
Code         spell_smaug
Dammsg       ~
Minlevel     51
End

#SKILL
Name         Wrath of Dominus~
Type         Spell
Info         0
Flags        33792
Target       2
Minpos       109
Slot         246
Mana         10
Code         spell_smaug
Dammsg       ~
Affect       '10' 13 '-75' -1
Affect       '10' 31 '-3' -1
Minlevel     51
End

#SKILL
Name         acetum primus~
Type         Spell
Info         909
Flags        0
Target       1
Minpos       105
Slot         302
Mana         15
Rounds       8
Code         spell_acetum_primus
Dammsg       Acetum Primus~
Wearoff      !WEAROFF!~
Minlevel     37
End

#SKILL
Name         acid blast~
Type         Spell
Info         5
Flags        0
Target       1
Minpos       109
Slot         70
Mana         20
Rounds       12
Code         spell_acid_blast
Dammsg       acid blast~
Wearoff      !Acid Blast!~
Minlevel     20
End

#SKILL
Name         acid breath~
Type         Spell
Info         2053
Flags        131072
Target       1
Minpos       109
Saves        5
Slot         200
Mana         20
Rounds       4
Code         spell_acid_breath
Dammsg       blast of acid~
Wearoff      !Acid Breath!~
Minlevel     43
End

#SKILL
Name         acidmist~
Type         Spell
Info         397
Flags        0
Target       1
Slot         256
Rounds       20
Code         spell_smaug
Dammsg       ~
Dice         null~
Minlevel     51
End

#SKILL
Name         alertness~
Type         Spell
Info         0
Flags        0
Target       3
Minpos       111
Slot         102
Mana         60
Rounds       15
Code         spell_smaug
Dammsg       ~
Wearoff      You are suddenly less alert.~
Hitvict      You suddenly feel alert.~
Hitroom      $N's eyes dart about the room in an alert manner.~
Affect       'l*15' 27 '1024' -1
Minlevel     23
End

#SKILL
Name         animate dead~
Type         Spell
Info         0
Flags        0
Minpos       110
Slot         231
Mana         220
Rounds       12
Code         spell_animate_dead
Dammsg       ~
Wearoff      !Animate Dead!~
Minlevel     23
End

#SKILL
Name         antimagic shell~
Type         Spell
Info         0
Flags        0
Target       3
Minpos       111
Slot         224
Mana         40
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      The shimmering shell and its protection from magic fade away...~
Hitvict      A shimmering translucent shell forms about you.~
